NOM_CAPA,longitude,latitude,EQUIPAMENT,NOM_DISTRICTE,NOM_BARRI
Metro i línies urbanes FGC,2.186664,41.395642,Marina (L'Auditori)-,Eixample,el Fort Pienc
Metro i línies urbanes FGC,2.190573,41.444109,Torras i Bages (Passeig Santa Coloma / costat muntanya)-,Sant Andreu,Sant Andreu
Metro i línies urbanes FGC,2.190837,41.444117,Torras i Bages (Passeig Santa Coloma / costat mar)-,Sant Andreu,Sant Andreu
Metro i línies urbanes FGC,2.111998,41.333861,Mercabarna (Carrer K / Carrer Transversal 6)-,Sants-Montjuïc,la Marina del Prat Vermell
Metro i línies urbanes FGC,2.170595,41.387819,Catalunya (Ronda Sant Pere)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.187449,41.410911,Clot (València)-,Sant Martí,el Clot
Metro i línies urbanes FGC,2.1388,41.360821,Foneria (Mercat de la Marina)-,Sants-Montjuïc,la Marina de Port
Metro i línies urbanes FGC,2.142117,41.35625,Foc (Foc (costat Montjuïc))-,Sants-Montjuïc,la Marina de Port
Ferrocarrils Generalitat (FGC),2.139529,41.405442,FGC - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
Ferrocarrils Generalitat (FGC),2.148628,41.374547,FGC - ESPANYA-,Sants-Montjuïc,el Poble-sec
Metro i línies urbanes FGC,2.156452,41.437649,Valldaura (Passeig Valldaura)-,Horta-Guinardó,Horta
Tramvia,2.209361,41.41994,"TRAMVIA (T5, T6) - BESÒS-",Sant Martí,el Besòs i el Maresme
Tramvia,2.198381,41.406205,TRAMVIA (T4) - PERE IV-,Sant Martí,Provençals del Poblenou
Metro i línies urbanes FGC,2.142183,41.4254,Vall d'Hebron (Residència Sanitària)-,Horta-Guinardó,Montbau
Metro i línies urbanes FGC,2.193327,41.429877,Onze de Setembre (Onze de Setembre)-,Sant Andreu,Sant Andreu
Metro i línies urbanes FGC,2.145511,41.430532,Montbau (Palau  Olímpic Vall d'Hebron)-,Horta-Guinardó,la Vall d'Hebron
Metro i línies urbanes FGC,2.148022,41.423316,El Coll | La Teixonera (Arenys)-,Horta-Guinardó,la Teixonera
Metro i línies urbanes FGC,2.187473,41.421776,La Sagrera (Hondures)-,Sant Andreu,la Sagrera
Metro i línies urbanes FGC,2.166953,41.411976,Alfons X (Lepant)-,Horta-Guinardó,el Baix Guinardó
Metro i línies urbanes FGC,2.172906,41.436769,Llucmajor (Pi i Molist)-,Nou Barris,la Guineueta
Metro i línies urbanes FGC,2.150645,41.388423,Hospital Clínic (Rosselló)-,Eixample,l'Antiga Esquerra de l'Eixample
Metro i línies urbanes FGC,2.173471,41.380893,Liceu (La Rambla / Teatre Liceu)-,Ciutat Vella,el Raval
Ferrocarrils Generalitat (FGC),2.11937,41.399203,FGC - REINA ELISENDA-,Sarrià-Sant Gervasi,Sarrià
Ferrocarrils Generalitat (FGC),2.152429,41.400039,FGC - GRÀCIA (Pl. de Gal·la Placídia)-,Gràcia,la Vila de Gràcia
Metro i línies urbanes FGC,2.193862,41.448984,METRO (L1) - Trinitat Vella-,Sant Andreu,la Trinitat Vella
Metro i línies urbanes FGC,2.163939,41.384796,METRO (L2) - Universitat-,Eixample,Sant Antoni
Metro i línies urbanes FGC,2.187083,41.416215,METRO (L1) - Navas-,Sant Andreu,Navas
Metro i línies urbanes FGC,2.142591,41.425311,METRO (L3) - Vall d'Hebron-,Horta-Guinardó,Montbau
Metro i línies urbanes FGC,2.160073,41.395916,METRO (L3) - Diagonal-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.182726,41.407264,METRO (L2) - Encants-,Sant Martí,el Camp de l'Arpa del Clot
Metro i línies urbanes FGC,2.216108,41.415127,METRO (L4) - Besòs Mar-,Sant Martí,el Besòs i el Maresme
RENFE,2.186507,41.423935,RENFE - LA SAGRERA - MERIDIANA-,Sant Andreu,la Sagrera
Metro i línies urbanes FGC,2.144363,41.412003,METRO (L3) - Vallcarca-,Gràcia,Vallcarca i els Penitents
Metro i línies urbanes FGC,2.149409,41.375538,METRO (L1) - Espanya-,Eixample,la Nova Esquerra de l'Eixample
Ferrocarrils Generalitat (FGC),2.143251,41.398645,FGC - MUNTANER-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
Metro i línies urbanes FGC,2.150329,41.421027,El Coll | La Teixonera (Passeig Mare de Déu del Coll)-,Horta-Guinardó,el Carmel
Ferrocarrils Generalitat (FGC),2.167646,41.386095,FGC - CATALUNYA (C. de Bergara)-,Eixample,la Dreta de l'Eixample
Ferrocarrils Generalitat (FGC),2.157649,41.393362,FGC - PROVENÇA (C. del Rossellò)-,Eixample,la Dreta de l'Eixample
Ferrocarrils Generalitat (FGC),2.143265,41.403133,FGC - PADUA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
Metro i línies urbanes FGC,2.165035,41.391864,Passeig de Gràcia (Aragó / Rambla Catalunya)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.165519,41.391557,Passeig de Gràcia (Consell de Cent)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.216089,41.411761,El Maresme | Fòrum (Avinguda Diagonal)-,Sant Martí,el Besòs i el Maresme
Metro i línies urbanes FGC,2.174821,41.4294,Virrei Amat (Virrei Amat (mar))-,Nou Barris,Vilapicina i la Torre Llobeta
Metro i línies urbanes FGC,2.160994,41.429707,Horta (Tajo)-,Horta-Guinardó,Horta
Metro i línies urbanes FGC,2.126293,41.388261,Maria Cristina (Av. Diagonal / Doctor Ferran)-,Les Corts,Pedralbes
Metro i línies urbanes FGC,2.130663,41.384419,Les Corts (Joan Güell)-,Les Corts,les Corts
Metro i línies urbanes FGC,2.167872,41.390085,METRO (L4) - Passeig de Gràcia-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.130897,41.384148,METRO (L3) - Les Corts-,Les Corts,les Corts
Metro i línies urbanes FGC,2.190697,41.443253,METRO (L1) - Torras i Bages-,Sant Andreu,Sant Andreu
RENFE,2.180575,41.391875,RENFE - ARC DE TRIOMF-,Eixample,el Fort Pienc
RENFE,2.140341,41.379074,RENFE - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
Tramvia,2.186836,41.401681,"TRAMVIA (T4, T5, T6) - GLÒRIES-",Eixample,el Fort Pienc
RENFE,2.180357,41.46161,RENFE - TORRE BARÓ-,Nou Barris,Torre Baró
RENFE,2.169552,41.388029,RENFE - CATALUNYA-,Eixample,la Dreta de l'Eixample
Tramvia,2.112031,41.376647,"TRAMVIA (T1,T2,T3) - SANT RAMON-",Les Corts,la Maternitat i Sant Ramon
Metro i línies urbanes FGC,2.163296,41.368985,METRO (FM) - Parc de Montjuïc-,Sants-Montjuïc,el Poble-sec
Metro i línies urbanes FGC,2.154588,41.37926,METRO (L1) - Rocafort-,Eixample,la Nova Esquerra de l'Eixample
Metro i línies urbanes FGC,2.150247,41.406702,Lesseps (Plaça Lesseps)-,Gràcia,la Vila de Gràcia
Metro i línies urbanes FGC,2.187147,41.402008,Glòries (Avda. Meridiana)-,Sant Martí,el Parc i la Llacuna del Poblenou
Metro i línies urbanes FGC,2.155396,41.37934,Rocafort (Calàbria / Sepúlveda)-,Eixample,Sant Antoni
Metro i línies urbanes FGC,2.159561,41.383023,Urgell (Villarroel / Diputació)-,Eixample,l'Antiga Esquerra de l'Eixample
Metro i línies urbanes FGC,2.165279,41.38602,Universitat (Ronda Universitat)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.164683,41.385763,Universitat (Pelai)-,Ciutat Vella,el Raval
Metro i línies urbanes FGC,2.181356,41.392505,Arc de Triomf (Roger de Flor)-,Eixample,el Fort Pienc
Metro i línies urbanes FGC,2.138395,41.360635,Foneria (Jardins dels Drets Humans)-,Sants-Montjuïc,la Marina de Port
Metro i línies urbanes FGC,2.136986,41.330086,Ecoparc (Carrer A / Carrer 4)-,Sants-Montjuïc,la Marina del Prat Vermell
Metro i línies urbanes FGC,2.133096,41.323607,ZAL | Riu Vell (ZAL)-,Sants-Montjuïc,la Marina del Prat Vermell
Ferrocarrils Generalitat (FGC),2.131188,41.397617,FGC - LES TRES TORRES-,Sarrià-Sant Gervasi,les Tres Torres
Ferrocarrils Generalitat (FGC),2.09734,41.419668,FGC - BAIXADOR DE VALLVIDRERA-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
Ferrocarrils Generalitat (FGC),2.091563,41.427474,FGC - LES PLANES-,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
Metro i línies urbanes FGC,2.166619,41.441961,Canyelles (Via Favència)-,Nou Barris,Canyelles
Ferrocarrils Generalitat (FGC),2.168784,41.385795,FGC - CATALUNYA-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.159127,41.394438,Diagonal (Rambla Catalunya)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.175455,41.394346,Tetuan (Casp / Passeig de Sant Joan)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.17431,41.387633,Urquinaona (Jonqueres)-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
Metro i línies urbanes FGC,2.163204,41.405764,Joanic (Pi i Margall)-,Gràcia,el Camp d'en Grassot i Gràcia Nova
Metro i línies urbanes FGC,2.177446,41.42256,Maragall (Ronda Guinardó - costat Mar)-,Horta-Guinardó,el Guinardó
Metro i línies urbanes FGC,2.173855,41.437143,Llucmajor (Plaça Jardins d'Alfàbia)-,Nou Barris,Porta
Metro i línies urbanes FGC,2.14299,41.424896,Vall d'Hebron (Mercat de Vall d'Hebron)-,Horta-Guinardó,la Vall d'Hebron
Metro i línies urbanes FGC,2.216704,41.414559,Besòs Mar (Jaume Fabre)-,Sant Martí,el Besòs i el Maresme
Metro i línies urbanes FGC,2.180981,41.414783,Camp de l'Arpa (Passeig Maragall)-,Sant Martí,el Camp de l'Arpa del Clot
Metro i línies urbanes FGC,2.18214,41.423451,Congrés (Matanzas)-,Sant Andreu,el Congrés i els Indians
Metro i línies urbanes FGC,2.19308,41.388183,Ciutadella | Vila Olímpica (Zoo)-,Sant Martí,la Vila Olímpica del Poblenou
Metro i línies urbanes FGC,2.191213,41.436628,METRO (L1) - Sant Andreu-,Sant Andreu,Sant Andreu
Metro i línies urbanes FGC,2.173471,41.387989,METRO (L4) - Urquinaona-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
Metro i línies urbanes FGC,2.168269,41.389444,METRO (L2) - Passeig de Gràcia-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.118564,41.386008,METRO (L3) - Palau Reial-,Les Corts,la Maternitat i Sant Ramon
Metro i línies urbanes FGC,2.156904,41.438024,METRO (L3) - Valldaura-,Horta-Guinardó,Horta
Metro i línies urbanes FGC,2.187029,41.410191,METRO (L1) - Clot-,Sant Martí,el Clot
Metro i línies urbanes FGC,2.175132,41.404013,METRO (L2) - Sagrada Família-,Eixample,la Sagrada Família
Metro i línies urbanes FGC,2.183225,41.449928,METRO (L11) - Trinitat Nova-,Nou Barris,la Trinitat Nova
Metro i línies urbanes FGC,2.170118,41.38635,METRO (L3) - Catalunya-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.183687,41.429661,METRO (L1) - Fabra i Puig-,Sant Andreu,Sant Andreu
Metro i línies urbanes FGC,2.135859,41.375542,Plaça de Sants (Galileu)-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.210309,41.420368,Besòs (Gran Via de les Corts Catalanes)-,Sant Martí,el Besòs i el Maresme
Metro i línies urbanes FGC,2.170416,41.375093,Paral·lel (Nou de la Rambla)-,Ciutat Vella,el Raval
Metro i línies urbanes FGC,2.169668,41.385784,Catalunya (Bergara)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.166217,41.398489,Verdaguer (Avinguda Diagonal)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.173434,41.403457,Sagrada Família (Plaça de la Sagrada Família)-,Eixample,la Sagrada Família
Metro i línies urbanes FGC,2.175732,41.410069,Sant Pau | Dos de Maig (Cartagena)-,Eixample,la Sagrada Família
Metro i línies urbanes FGC,2.176089,41.425728,Maragall (Avinguda dels Quinze)-,Nou Barris,Vilapicina i la Torre Llobeta
Metro i línies urbanes FGC,2.174555,41.430492,Virrei Amat (Pi i Molist)-,Nou Barris,el Turó de la Peira
Metro i línies urbanes FGC,2.174104,41.430263,Virrei Amat (Fabra i Puig)-,Nou Barris,Vilapicina i la Torre Llobeta
Metro i línies urbanes FGC,2.172647,41.382043,Liceu (La Rambla / Mercat de la Boqueria)-,Ciutat Vella,el Barri Gòtic
Metro i línies urbanes FGC,2.13999,41.3821,Sants Estació (Enric Bargés)-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.137453,41.375461,Plaça de Sants (Alcolea)-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.142302,41.375225,Hostafrancs (Moianès)-,Sants-Montjuïc,Hostafrancs
Metro i línies urbanes FGC,2.149237,41.375742,Espanya (Tarragona)-,Eixample,la Nova Esquerra de l'Eixample
Metro i línies urbanes FGC,2.161381,41.375145,Poble Sec (Parlament)-,Eixample,Sant Antoni
Metro i línies urbanes FGC,2.133263,41.372557,Mercat Nou (Riera de Tena)-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.175576,41.429232,Virrei Amat (Felip II / Virrei Amat)-,Nou Barris,Vilapicina i la Torre Llobeta
Metro i línies urbanes FGC,2.201181,41.419425,Sant Martí (Cantàbria)-,Sant Martí,Sant Martí de Provençals
Metro i línies urbanes FGC,2.140684,41.336012,METRO (L10S) - Port Comercial | La Factoria-,Sants-Montjuïc,la Marina del Prat Vermell
Metro i línies urbanes FGC,2.151582,41.375046,METRO (L3) - Espanya-,Sants-Montjuïc,el Poble-sec
Metro i línies urbanes FGC,2.166414,41.441782,METRO (L3) - Canyelles-,Nou Barris,Canyelles
Tramvia,2.19139,41.40443,TRAMVIA (T4) - CA L'ARANYÓ-,Sant Martí,el Parc i la Llacuna del Poblenou
Tramvia,2.142997,41.392183,"TRAMVIA (T1,T2,T3) - FRANCESC MACIÀ-",Les Corts,les Corts
Tramvia,2.126641,41.388002,"TRAMVIA (T1,T2,T3) - Mª CRISTINA-",Les Corts,la Maternitat i Sant Ramon
Tramvia,2.114498,41.384459,"TRAMVIA (T1,T2,T3) - ZONA UNIVERSITÀRIA-",Les Corts,la Maternitat i Sant Ramon
Metro i línies urbanes FGC,2.197738,41.399453,METRO (L4) - Llacuna-,Sant Martí,el Poblenou
Metro i línies urbanes FGC,2.181191,41.392365,METRO (L1) - Arc de Triomf-,Eixample,el Fort Pienc
Metro i línies urbanes FGC,2.173644,41.403863,METRO (L5) - Sagrada Família-,Eixample,la Sagrada Família
Metro i línies urbanes FGC,2.174939,41.429731,METRO (L5) - Virrei Amat-,Nou Barris,Vilapicina i la Torre Llobeta
Metro i línies urbanes FGC,2.111648,41.38377,METRO (L9S) - Zona Universitària-,Les Corts,la Maternitat i Sant Ramon
Metro i línies urbanes FGC,2.163121,41.368874,Parc de Montjuïc (Avinguda Miramar)-,Sants-Montjuïc,el Poble-sec
Metro i línies urbanes FGC,2.168458,41.387194,Catalunya (Ronda Universitat)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.1909,41.435915,Sant Andreu (Plaça d'Orfila)-,Sant Andreu,Sant Andreu
Metro i línies urbanes FGC,2.147254,41.435565,Mundet (Passeig Vall d'Hebron)-,Horta-Guinardó,Montbau
Metro i línies urbanes FGC,2.111982,41.384061,Zona Universitària (Dr. Marañón)-,Les Corts,la Maternitat i Sant Ramon
Metro i línies urbanes FGC,2.168344,41.387636,Catalunya (Rambla Catalunya)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.188412,41.403035,Glòries (Badajoz)-,Sant Martí,el Parc i la Llacuna del Poblenou
Metro i línies urbanes FGC,2.145005,41.343141,Zona Franca (Carrer A / Carrer 1)-,Sants-Montjuïc,la Marina del Prat Vermell
Metro i línies urbanes FGC,2.140712,41.33614,Port Comercial | La Factoria (Carrer A / Carrer 25)-,Sants-Montjuïc,la Marina del Prat Vermell
Metro i línies urbanes FGC,2.140574,41.335914,Port Comercial | La Factoria (Carrer A / Carrer 27)-,Sants-Montjuïc,la Marina del Prat Vermell
Ferrocarrils Generalitat (FGC),2.130075,41.398154,FGC - LES TRES TORRES-,Sarrià-Sant Gervasi,les Tres Torres
Ferrocarrils Generalitat (FGC),2.118998,41.398967,FGC - REINA ELISENDA-,Sarrià-Sant Gervasi,Sarrià
Metro i línies urbanes FGC,2.179295,41.383846,Jaume I (Argenteria)-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
Metro i línies urbanes FGC,2.174789,41.430265,Virrei Amat (Virrei Amat (muntanya))-,Nou Barris,Vilapicina i la Torre Llobeta
Metro i línies urbanes FGC,2.182493,41.406856,Encants (València / Aragó)-,Sant Martí,el Camp de l'Arpa del Clot
Metro i línies urbanes FGC,2.171463,41.394694,Girona (Girona)-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.165113,41.412096,Alfons X (Plaça Alfons el Savi)-,Horta-Guinardó,el Baix Guinardó
Metro i línies urbanes FGC,2.145069,41.411438,Vallcarca (Avinguda República Argentina)-,Gràcia,Vallcarca i els Penitents
Metro i línies urbanes FGC,2.166538,41.412424,Alfons X (Ronda Guinardó)-,Horta-Guinardó,el Baix Guinardó
Metro i línies urbanes FGC,2.183313,41.449237,Trinitat Nova (Pedrosa)-,Nou Barris,la Trinitat Nova
Metro i línies urbanes FGC,2.126059,41.3757,Badal (Carrer de Sants / Arizala)-,Sants-Montjuïc,Sants - Badal
Metro i línies urbanes FGC,2.139599,41.379538,Sants Estació (Estació RENFE / Pl. Joan Peiró)-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.176391,41.411169,Sant Pau | Dos de Maig (Dos de Maig)-,Eixample,la Sagrada Família
Metro i línies urbanes FGC,2.19628,41.415745,Bac de Roda (Fluvià)-,Sant Martí,Sant Martí de Provençals
Metro i línies urbanes FGC,2.126822,41.387815,Maria Cristina (Gran Via Carles III)-,Les Corts,la Maternitat i Sant Ramon
Ferrocarrils Generalitat (FGC),2.139256,41.406043,FGC - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
Metro i línies urbanes FGC,2.133563,41.373031,METRO (L1) - Mercat Nou-,Sants-Montjuïc,Sants
Metro i línies urbanes FGC,2.186861,41.410386,METRO (L2) - Clot-,Sant Martí,el Camp de l'Arpa del Clot
Metro i línies urbanes FGC,2.174593,41.389664,METRO (L1) - Urquinaona-,Eixample,la Dreta de l'Eixample
Metro i línies urbanes FGC,2.216718,41.411808,METRO (L4) - El Maresme | Fòrum-,Sant Martí,el Besòs i el Maresme
Metro i línies urbanes FGC,2.163251,41.406455,METRO (L4) - Joanic-,Gràcia,el Camp d'en Grassot i Gràcia Nova
